age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46,3,273629,14,2,3,0,4,1,0,0,40,39,>50K
28,4,113870,13,2,3,0,4,1,0,0,60,39,>50K
23,3,213955,9,4,0,3,2,1,0,2001,40,39,<=50K
29,3,114982,13,2,13,0,4,1,0,0,40,39,>50K
35,3,205338,9,2,2,0,4,1,0,0,40,39,<=50K
41,5,57924,10,2,4,0,4,1,7688,0,50,39,>50K
35,5,202027,14,2,3,0,4,1,7688,0,55,39,>50K
20,3,281356,9,2,5,0,3,1,0,0,40,39,<=50K
42,3,30824,14,0,10,1,4,0,2354,0,16,39,<=50K
56,3,98809,4,2,6,5,4,0,5013,0,45,39,<=50K
31,3,38223,13,4,12,3,4,1,0,0,45,39,<=50K
23,3,172232,9,4,13,3,4,1,0,0,50,39,<=50K
60,3,140544,9,4,5,1,4,1,0,0,40,39,<=50K
28,3,221366,10,4,2,3,4,1,0,0,40,39,<=50K
32,3,180799,10,2,14,0,4,1,0,0,60,39,>50K
36,3,111499,14,4,3,1,4,0,14084,0,40,39,>50K
44,5,155930,13,2,3,0,4,1,0,0,60,39,<=50K
34,3,201122,10,2,2,0,4,1,0,0,48,39,>50K
27,3,101709,9,4,12,3,1,1,0,0,40,39,<=50K
49,3,140121,9,0,3,4,4,1,0,0,50,39,<=50K
48,3,172709,9,0,7,4,2,0,0,0,40,39,<=50K
47,3,120131,9,2,2,0,4,1,0,0,50,39,>50K
34,3,117444,13,2,3,0,4,1,0,0,65,39,>50K
27,3,256764,12,4,12,1,4,1,0,0,40,39,<=50K
31,2,176185,13,2,6,0,4,1,4064,0,40,0,<=50K
24,3,223811,10,2,2,0,4,1,0,0,40,39,<=50K
24,3,201603,9,0,5,1,4,1,0,0,30,39,<=50K
25,3,138765,10,2,6,0,4,1,0,0,40,39,<=50K
36,3,133974,11,0,12,4,4,0,0,0,40,39,<=50K
38,1,137953,9,2,0,0,4,1,0,0,45,39,<=50K
24,3,461678,10,2,4,0,4,1,0,0,50,39,>50K
41,6,70884,9,2,13,0,4,1,0,0,40,39,<=50K
56,6,466498,11,2,2,0,2,1,0,0,60,39,>50K
19,3,148644,9,4,0,3,4,0,0,0,40,39,<=50K
44,3,190739,9,4,7,2,2,1,0,0,32,39,<=50K
34,3,299507,11,4,2,1,4,0,0,0,40,39,<=50K
25,3,211424,13,4,3,3,4,1,0,0,40,39,<=50K
27,6,106721,9,2,13,0,4,1,0,0,40,39,<=50K
22,3,192017,9,4,10,1,4,1,0,0,40,39,<=50K
59,3,530099,10,2,2,0,4,1,0,1887,55,39,>50K
34,3,119153,7,2,14,0,4,1,0,0,50,39,<=50K
30,3,202450,9,2,14,0,4,1,0,0,65,39,>50K
21,3,50341,10,4,0,1,4,0,0,0,38,39,<=50K
24,3,140001,10,4,5,2,4,1,0,0,40,22,<=50K
19,0,220517,10,4,8,3,4,0,0,0,15,39,<=50K
35,3,31964,13,2,12,0,4,1,0,0,50,39,>50K
32,3,148207,11,2,2,0,4,1,0,0,40,39,<=50K
45,3,151627,10,0,0,4,4,0,0,0,45,39,<=50K
30,3,402539,9,4,0,4,4,0,0,0,40,39,<=50K
28,5,188278,13,2,2,0,4,1,0,0,55,39,<=50K
28,5,96219,13,2,12,5,4,0,0,0,5,39,<=50K
29,3,340534,9,4,0,1,4,0,0,0,44,39,<=50K
60,3,160339,10,2,2,0,4,1,0,0,40,4,<=50K
28,3,120135,11,4,12,1,4,0,0,0,40,39,<=50K
38,1,303817,10,0,3,1,2,0,0,0,40,39,<=50K
31,3,181091,9,2,2,0,4,1,0,0,50,39,>50K
28,3,200515,10,2,7,0,4,1,0,0,35,39,>50K
42,3,160893,10,2,7,5,4,0,0,0,23,39,<=50K
40,2,183096,5,2,7,5,4,0,0,0,40,41,>50K
24,3,241367,10,4,7,1,4,1,0,0,40,39,<=50K
37,4,342084,10,2,3,0,4,1,0,0,60,39,>50K
36,3,193855,9,2,2,0,4,1,0,0,40,39,<=50K
39,3,80410,13,4,3,1,4,1,0,0,40,39,<=50K
22,3,554317,5,3,7,2,4,1,0,0,35,26,<=50K
46,3,85109,10,2,6,0,4,1,0,1628,40,39,<=50K
28,3,108569,13,2,10,0,4,1,0,0,43,39,<=50K
34,3,120959,10,0,0,4,4,0,0,0,40,39,<=50K
42,3,222011,10,0,12,4,4,0,0,0,43,39,<=50K
43,3,238530,9,2,2,0,4,1,0,0,40,39,<=50K
35,3,48404,9,4,12,3,4,0,0,0,40,39,<=50K
60,3,88055,15,2,10,0,4,1,3781,0,16,39,<=50K
33,3,238381,10,4,2,1,2,1,8614,0,40,39,>50K
22,3,243923,9,2,14,2,4,1,0,0,80,39,<=50K
39,3,305597,11,2,2,0,4,1,0,0,40,39,<=50K
33,3,141841,13,2,3,0,2,1,5178,0,40,39,>50K
39,3,129764,9,2,2,0,4,1,0,0,40,39,<=50K
37,5,150993,7,2,14,0,4,1,0,0,45,39,<=50K
63,5,147140,4,2,4,0,4,1,0,0,60,39,>50K
46,6,30219,10,2,3,0,4,1,7688,0,38,39,>50K
48,3,167967,9,5,6,4,2,0,0,0,40,39,<=50K
33,3,133278,9,4,0,3,2,0,0,0,40,39,<=50K
65,3,172510,10,6,10,1,4,0,1848,0,20,18,<=50K
39,3,192251,9,4,0,3,4,0,0,0,40,39,>50K
43,3,210844,13,0,3,1,2,0,0,0,40,39,>50K
28,3,263015,6,2,2,0,4,1,0,0,40,39,<=50K
50,5,155118,9,0,3,1,4,0,99999,0,35,39,>50K
24,6,232918,13,4,10,1,4,1,0,0,20,39,<=50K
48,3,143542,9,0,14,1,4,1,0,0,40,39,<=50K
35,3,45607,10,4,7,1,4,1,0,0,40,39,<=50K
62,3,29828,9,2,14,0,4,1,0,0,40,39,<=50K
42,5,104118,10,4,3,1,4,1,0,0,40,39,<=50K
60,3,191446,9,2,3,0,4,1,99999,0,40,39,>50K
50,3,27484,9,2,3,0,4,1,0,0,50,39,>50K
40,3,205987,15,4,3,1,4,0,0,0,40,5,<=50K
39,2,143385,9,2,2,0,4,1,0,0,40,39,<=50K
43,0,200508,13,2,8,0,4,1,0,0,40,39,<=50K
43,2,186995,9,0,11,4,4,0,0,0,40,39,<=50K
35,3,54159,9,2,2,0,4,1,0,0,38,39,<=50K
39,3,113481,13,2,3,0,4,1,0,0,45,39,>50K
30,2,235271,13,2,11,0,4,1,0,0,40,39,>50K
32,3,349365,10,2,12,0,2,1,0,0,65,39,<=50K
18,3,283637,10,4,0,1,4,1,0,0,40,39,<=50K
37,3,70282,12,4,12,4,2,0,0,0,40,39,<=50K
26,3,166051,13,4,0,3,4,0,0,0,40,39,<=50K
51,3,193720,9,2,2,0,4,1,0,0,42,39,<=50K
35,0,124836,10,0,8,1,0,0,0,0,36,39,<=50K
33,3,236379,13,2,12,0,4,1,0,0,45,39,<=50K
46,3,122026,13,2,2,0,4,1,0,0,44,39,>50K
40,3,114537,11,2,3,0,4,1,0,0,50,39,>50K
34,3,191834,11,2,2,0,4,1,0,0,48,39,<=50K
29,3,420054,9,2,6,0,4,1,0,0,40,39,<=50K
47,5,160045,10,6,7,4,4,0,0,0,35,39,<=50K
34,3,303187,13,2,10,0,1,1,0,0,40,0,>50K
45,3,190088,9,3,0,4,4,0,0,0,30,39,<=50K
53,3,126977,9,5,2,1,4,1,0,0,35,39,<=50K
52,5,63004,14,2,3,0,1,1,0,0,40,30,<=50K
64,3,391121,4,2,4,0,4,1,0,0,40,39,>50K
42,3,211450,14,4,3,1,4,1,0,0,45,39,>50K
44,3,156413,10,2,13,0,4,1,0,0,44,39,>50K
41,3,116797,9,2,12,0,4,1,7298,0,50,39,>50K
53,2,204447,14,2,3,0,4,1,0,0,43,39,>50K
25,3,66935,9,4,2,1,4,1,0,0,35,39,<=50K
20,3,344278,7,5,7,3,4,0,0,0,40,39,<=50K
29,3,108574,11,4,9,3,4,0,0,0,40,39,<=50K
56,3,244605,9,2,2,0,4,1,0,0,40,39,<=50K
45,3,363677,16,2,10,5,4,0,0,1977,30,39,>50K
56,3,219762,9,2,12,5,4,0,0,0,35,39,<=50K
38,4,269318,10,2,3,0,4,1,7298,0,40,39,>50K
62,3,77884,9,2,12,0,1,1,0,0,40,30,<=50K
28,5,70100,13,4,10,1,4,1,0,0,60,39,<=50K
31,3,213643,9,2,12,0,4,1,3908,0,40,39,<=50K
24,3,69640,13,4,12,3,4,1,0,0,40,39,<=50K
65,3,170012,13,2,0,0,4,1,0,0,34,39,<=50K
40,3,329924,9,5,5,1,2,1,0,0,30,39,<=50K
31,3,193285,13,4,10,1,4,1,0,0,40,39,<=50K
35,3,261241,9,0,14,1,4,1,0,1741,60,39,<=50K
42,1,108183,14,2,10,0,1,1,0,1902,40,35,>50K
20,3,296618,9,4,12,1,4,0,0,0,30,39,<=50K
30,2,257796,10,0,0,1,4,0,0,0,40,39,<=50K
25,3,155320,13,4,3,3,4,1,0,0,45,39,<=50K
22,3,151888,9,4,7,3,4,1,0,0,40,39,<=50K
65,0,143118,9,6,8,4,4,0,0,2206,10,39,<=50K
31,3,66278,10,2,10,5,4,0,3908,0,40,39,<=50K
56,3,92444,10,2,3,0,2,1,0,0,50,39,>50K
51,3,229272,9,0,7,2,2,1,0,0,32,14,<=50K
36,5,207202,6,2,4,0,4,1,0,0,60,39,<=50K
44,6,154176,10,0,0,1,2,0,0,1590,40,39,<=50K
49,3,180899,14,0,3,4,4,1,0,1755,45,39,>50K
28,3,205337,9,2,2,0,4,1,0,0,40,39,<=50K
57,3,180779,13,2,10,0,4,1,7298,0,40,39,>50K
33,5,343021,10,4,12,1,4,1,0,0,65,39,<=50K
49,3,176814,13,2,0,0,4,1,5178,0,40,39,>50K
74,6,88638,16,4,10,2,4,0,0,3683,20,39,>50K
48,3,248059,13,2,3,0,4,1,5013,0,45,39,<=50K
38,3,409604,13,2,3,0,4,1,15024,0,40,39,>50K
39,3,185053,9,4,6,1,4,0,0,0,40,39,<=50K
46,3,332884,13,2,3,0,4,1,7298,0,65,39,>50K
56,3,212864,13,2,10,0,4,1,0,0,40,39,>50K
27,3,66473,13,2,3,0,4,1,0,0,40,39,>50K
17,3,285169,7,4,9,3,4,0,0,0,40,39,<=50K
28,3,175431,5,0,10,1,2,0,0,0,40,39,<=50K
18,0,152641,6,4,8,3,4,1,0,0,40,39,<=50K
42,3,339346,14,0,0,1,4,0,0,0,25,39,<=50K
39,3,287306,10,5,0,4,2,0,0,0,40,39,<=50K
29,5,70604,9,2,4,0,4,1,3464,0,40,39,<=50K
21,3,88926,10,4,10,3,4,1,0,0,10,39,<=50K
36,3,91275,10,4,0,4,1,0,0,0,40,39,<=50K
56,3,244554,6,6,6,4,2,0,0,0,40,39,<=50K
47,4,127678,10,2,12,0,4,1,0,0,80,39,<=50K
44,3,162184,10,5,0,4,4,0,0,0,40,39,<=50K
43,6,139734,13,2,3,0,4,1,15024,0,40,39,>50K
62,3,197286,8,2,4,0,4,1,0,0,48,11,<=50K
52,3,229983,15,2,10,5,4,0,3103,0,30,39,>50K
25,3,252803,9,4,7,4,2,0,0,0,40,39,<=50K
63,4,110890,14,0,10,1,4,1,0,0,70,39,>50K
51,3,160724,16,2,10,0,1,1,0,0,99,35,<=50K
25,3,89625,9,4,0,3,1,0,0,0,40,39,<=50K
62,0,266037,10,2,8,0,4,1,0,0,40,39,<=50K
27,3,126730,9,4,12,1,4,0,0,0,40,39,<=50K
48,1,96854,10,4,0,1,4,1,0,0,30,39,<=50K
32,3,186788,9,2,14,0,4,1,0,0,40,39,<=50K
36,3,28996,10,2,12,0,4,1,0,0,45,39,<=50K
30,5,347166,9,0,2,1,4,1,0,0,40,39,<=50K
45,6,110311,14,0,3,4,4,0,0,0,40,39,<=50K
27,3,310850,9,2,14,0,4,1,0,0,50,39,<=50K
41,3,220694,13,0,7,1,4,1,0,0,37,39,<=50K
61,3,149405,9,2,7,0,2,1,0,0,40,39,<=50K
70,4,131699,13,0,3,4,4,0,0,0,55,39,<=50K
55,3,49996,7,4,6,1,2,0,0,0,40,39,<=50K
35,3,187112,13,4,7,1,4,0,0,0,45,39,<=50K
36,3,180859,11,2,5,0,4,1,0,0,38,39,<=50K
29,3,185647,10,4,13,3,4,1,0,0,60,39,<=50K
30,3,316606,13,2,7,5,4,0,0,0,40,39,<=50K
45,3,274657,7,2,2,0,4,1,0,0,40,0,<=50K
39,1,193583,13,0,10,4,4,0,5455,0,60,39,<=50K
18,3,338836,9,4,7,3,4,1,0,0,20,39,<=50K
28,3,216814,9,2,14,0,2,1,0,0,40,39,<=50K
27,3,106935,13,2,3,0,4,1,0,0,45,39,<=50K
38,3,223433,9,4,6,1,4,1,0,0,40,39,<=50K
33,3,174789,9,2,2,0,4,1,0,0,40,39,<=50K
25,3,135603,9,2,14,0,4,1,0,0,40,39,>50K
25,0,344719,9,2,8,5,4,0,0,0,4,39,<=50K
38,3,372484,7,4,7,3,2,0,0,0,40,39,<=50K
23,3,181820,10,4,4,4,4,1,0,0,45,39,<=50K
40,3,235371,11,0,10,4,4,1,0,0,40,39,<=50K
36,4,216711,9,2,3,0,4,1,99999,0,50,0,>50K
20,3,299399,10,4,12,3,4,0,0,0,20,39,<=50K
41,3,202508,9,2,6,0,4,1,0,0,48,39,<=50K
44,3,172025,10,5,0,4,4,0,0,0,38,39,<=50K
49,4,246891,13,2,0,0,4,1,0,0,40,39,>50K
22,3,450920,12,4,0,1,2,0,0,0,40,39,<=50K
26,3,53598,10,4,0,1,4,0,0,0,40,39,<=50K
47,3,103757,12,2,2,0,4,1,0,0,40,39,<=50K
48,3,76017,9,6,7,4,4,0,0,0,25,39,<=50K
28,4,80158,9,4,3,3,4,1,0,0,40,39,<=50K
37,1,90881,10,5,3,1,4,1,8614,0,55,39,>50K
44,3,427952,13,2,10,0,4,1,0,0,40,39,<=50K
20,0,230955,8,4,8,1,2,0,0,0,35,39,<=50K
53,3,177916,13,2,0,0,4,1,7298,0,40,39,>50K
36,3,342642,14,4,3,1,4,1,0,0,15,39,<=50K
21,3,219086,9,4,7,3,4,1,0,0,35,39,<=50K
24,3,162593,13,4,0,1,1,0,0,0,40,39,<=50K
30,3,87561,12,4,13,1,4,0,0,0,40,39,<=50K
51,2,142411,11,0,0,4,4,0,0,0,50,39,<=50K
22,3,154422,10,0,12,3,1,0,0,0,30,30,<=50K
23,3,169104,10,4,12,3,1,1,0,0,25,39,<=50K
47,3,193047,16,2,3,0,4,1,99999,0,50,39,>50K
17,3,151141,8,4,12,3,4,1,0,0,20,39,<=50K
48,3,267912,13,4,7,1,4,1,0,0,50,26,>50K
43,3,137126,10,2,3,0,4,1,0,0,40,39,>50K
34,3,152453,8,2,2,0,4,1,0,0,40,13,<=50K
19,3,357059,9,4,0,3,4,0,0,0,35,39,<=50K
42,6,202011,10,4,3,1,4,0,0,0,40,39,<=50K
23,3,98283,13,4,3,3,1,1,0,0,40,39,<=50K
61,5,176965,15,2,10,0,4,1,0,0,50,39,>50K
63,3,187919,7,2,7,0,4,1,0,0,30,39,<=50K
65,3,274916,9,6,12,4,4,0,0,0,40,39,<=50K
37,3,105813,11,2,0,0,4,1,7298,0,40,39,>50K
41,2,193524,12,2,13,0,4,1,0,0,40,39,>50K
35,3,152734,10,2,11,0,2,1,0,0,40,0,<=50K
21,3,263641,9,0,12,2,4,0,0,0,40,39,<=50K
48,2,102076,13,4,0,4,4,0,0,0,35,39,<=50K
51,6,155594,10,2,12,0,4,1,0,1887,40,39,>50K
43,3,33331,13,2,12,0,4,1,0,0,55,39,<=50K
22,6,156773,10,4,10,1,4,1,0,0,15,0,<=50K
56,5,115439,10,2,2,0,4,1,0,0,60,39,<=50K
47,3,181652,9,0,0,1,4,0,0,0,40,39,<=50K
26,3,120268,13,4,0,3,4,1,0,0,24,39,<=50K
39,3,196308,10,2,7,5,4,0,0,0,24,39,<=50K
45,5,40690,10,4,4,3,4,1,0,0,75,39,<=50K
49,3,228583,9,0,7,4,4,1,0,0,40,4,<=50K
23,3,695136,9,4,5,1,4,1,0,0,30,39,<=50K
69,3,209236,9,2,0,0,4,1,0,0,36,39,<=50K
41,1,214838,14,2,3,0,4,1,0,0,60,39,>50K
40,5,188436,9,5,3,2,4,1,0,0,40,39,<=50K
25,3,177625,9,4,6,1,4,1,0,0,40,39,<=50K
52,3,124591,9,4,5,4,4,1,0,0,40,39,<=50K
28,3,230856,10,4,10,1,2,0,3325,0,50,39,<=50K
50,1,221532,12,2,2,0,4,1,0,0,40,39,>50K
21,3,232577,11,4,13,3,4,0,0,0,30,39,<=50K
48,3,168216,10,2,12,0,4,1,0,0,40,39,>50K
27,3,214702,15,2,10,0,4,1,0,0,42,39,>50K
63,3,237620,9,2,2,0,4,1,0,0,30,39,<=50K
47,6,54887,16,2,10,0,4,1,0,0,40,39,>50K
37,5,164526,16,4,10,1,4,1,14084,0,45,39,>50K
28,3,224506,10,2,12,0,2,1,0,0,40,0,<=50K
58,3,183870,9,0,0,1,4,0,0,0,40,39,<=50K
41,3,208330,10,2,12,0,4,1,0,0,51,39,<=50K
67,4,168370,10,2,12,0,4,1,0,0,40,39,<=50K
62,5,320376,9,2,12,5,4,0,0,0,48,39,<=50K
28,3,192384,10,2,5,0,4,1,0,0,40,39,>50K
26,3,167350,8,4,5,3,4,1,0,0,40,39,<=50K
46,5,103538,15,2,10,0,4,1,0,0,65,39,>50K
29,3,58522,9,2,2,0,4,1,0,0,40,39,<=50K
39,3,191342,13,2,2,0,1,1,0,0,40,30,>50K
25,3,193820,14,4,10,3,4,0,0,0,35,39,<=50K
20,3,258490,10,4,12,1,4,0,0,0,35,39,<=50K
21,3,56520,10,4,0,3,4,1,0,0,40,39,<=50K
25,3,102476,13,4,10,1,4,1,0,0,50,39,<=50K
44,4,311357,15,2,10,0,4,1,0,0,50,39,>50K
37,3,166497,9,4,0,3,4,1,0,0,38,39,<=50K
50,3,160724,14,2,3,0,1,1,7298,0,40,30,>50K
29,3,338270,9,5,0,4,4,0,0,0,40,39,<=50K
18,3,282394,10,4,12,3,2,0,0,0,21,39,<=50K
32,3,383269,13,4,3,4,4,0,0,0,40,39,<=50K
58,3,119386,11,0,0,1,4,0,0,0,60,39,<=50K
50,3,196975,9,2,2,0,4,1,0,0,40,39,>50K
29,3,334221,10,4,7,1,4,0,0,0,18,39,<=50K
58,3,27385,9,2,3,0,4,1,0,0,60,39,>50K
29,6,133846,10,4,7,3,4,0,0,0,40,39,<=50K
36,3,361888,9,2,14,0,4,1,0,0,45,39,>50K
21,3,230429,9,4,2,1,4,1,0,0,35,39,<=50K
49,3,328776,9,0,3,4,4,0,0,0,40,39,<=50K
60,3,243829,14,0,10,1,4,0,0,0,50,39,<=50K
39,3,306646,10,2,12,0,4,1,3103,0,50,39,>50K
50,3,138179,12,2,2,0,4,1,0,1902,40,39,>50K
30,3,280069,10,4,12,1,4,0,0,0,48,39,<=50K
55,3,305759,9,0,7,1,4,1,0,0,40,0,<=50K
64,2,164876,9,0,14,4,4,1,0,0,20,39,<=50K
29,4,138597,12,4,10,2,2,0,0,0,40,39,<=50K
40,3,111483,13,2,3,0,4,1,7298,0,40,39,>50K
42,3,144778,9,2,2,0,4,1,0,0,50,39,<=50K
55,3,171015,9,6,12,4,4,0,0,0,40,39,<=50K
43,3,112494,9,0,14,1,4,1,0,0,45,39,<=50K
28,3,408473,8,4,12,1,2,1,0,0,40,39,<=50K
46,6,27802,12,2,13,0,4,1,0,0,38,39,>50K
34,3,236318,9,4,6,4,4,1,0,0,40,39,<=50K
47,3,121836,14,2,0,5,4,0,7688,0,38,39,>50K
43,5,315971,14,4,3,1,4,0,0,0,40,39,<=50K
24,3,698418,10,4,0,3,2,0,0,0,25,39,<=50K
21,3,329530,7,2,2,0,4,1,0,0,40,26,<=50K
65,3,194456,13,2,2,0,4,1,0,0,40,9,>50K
20,3,282579,10,4,7,1,4,1,0,0,40,39,<=50K
31,6,26401,14,0,0,1,4,0,0,0,25,39,<=50K
38,6,364958,9,2,0,0,4,1,3464,0,40,39,<=50K
22,3,83998,10,4,12,1,4,1,0,0,40,39,<=50K
20,3,94364,10,4,10,1,3,0,0,0,20,39,<=50K
44,3,174189,10,2,12,0,4,1,0,0,60,39,<=50K
44,2,101967,14,2,10,5,4,0,0,0,40,39,<=50K
41,3,146908,16,2,10,0,4,1,0,0,60,39,>50K
38,3,126675,9,0,2,1,4,1,0,2205,40,39,<=50K
21,3,31606,10,4,7,3,4,0,0,0,25,11,<=50K
24,3,132327,10,3,12,4,3,0,0,0,30,7,<=50K
24,3,112459,14,4,10,1,4,0,0,0,45,39,<=50K
28,3,48894,9,2,0,3,4,0,0,0,40,39,<=50K
39,3,181943,13,4,3,1,4,0,0,0,35,39,<=50K
48,3,247685,10,0,2,1,4,1,3325,0,40,39,<=50K
24,2,195808,9,4,11,1,4,1,0,0,40,39,<=50K
50,3,172052,9,2,10,0,1,1,0,0,35,35,>50K
50,2,50178,10,2,2,0,4,1,4064,0,55,39,<=50K
68,3,351711,10,2,0,0,4,1,0,0,40,39,<=50K
31,6,190305,14,2,10,0,4,1,0,0,50,39,<=50K
18,0,36348,10,4,8,3,4,1,0,0,48,39,<=50K
25,3,120238,9,3,6,1,4,1,0,0,40,31,<=50K
28,3,354095,10,4,12,1,4,0,0,0,40,39,<=50K
17,2,308901,7,4,0,3,4,0,0,0,15,39,<=50K
24,6,208826,16,4,10,1,4,0,0,0,99,9,<=50K
20,3,369677,6,5,12,1,4,0,0,0,36,39,<=50K
45,1,98524,12,2,0,0,4,1,0,0,40,39,>50K
44,3,239723,10,3,2,4,4,0,1506,0,45,39,<=50K
57,3,231232,4,2,2,0,4,1,0,0,40,39,<=50K
33,3,236396,13,2,12,0,4,1,0,1902,55,39,>50K
24,0,119156,13,4,8,3,4,1,0,0,40,39,<=50K
22,3,320451,10,4,11,3,1,1,0,0,24,19,<=50K
41,3,38397,9,0,7,1,4,0,0,0,40,39,<=50K
51,4,189183,13,2,3,0,4,1,0,0,40,39,<=50K
46,2,199281,13,5,10,4,4,1,0,0,40,39,<=50K
52,3,286342,9,0,6,1,4,0,0,0,38,39,<=50K
50,3,152810,13,2,12,0,4,1,0,0,40,39,>50K
26,4,176981,13,4,0,3,4,0,0,0,50,39,<=50K
17,3,117549,6,4,12,2,2,0,0,0,12,39,<=50K
64,3,254797,10,2,3,0,4,1,0,0,40,39,<=50K
51,3,133336,9,2,13,0,4,1,0,0,40,39,>50K
28,5,182826,9,2,10,0,4,1,0,0,35,39,<=50K
51,3,136224,13,0,0,1,4,0,0,0,40,39,<=50K
39,5,134475,13,0,0,1,4,1,0,1762,40,39,<=50K
48,3,272778,10,0,7,4,4,0,0,0,32,39,<=50K
44,3,279183,10,2,7,3,4,0,0,0,40,39,>50K
47,3,110243,7,2,7,0,4,1,0,0,40,39,<=50K
52,3,202071,9,6,2,3,4,0,0,0,40,39,<=50K
58,3,197642,10,4,0,1,4,0,0,0,39,39,<=50K
19,3,125591,7,4,7,1,4,0,0,0,40,39,<=50K
40,3,197462,13,2,13,0,4,1,0,0,40,39,>50K
23,3,238831,10,4,0,3,4,1,0,0,40,39,<=50K
31,3,182177,13,2,7,0,4,1,0,0,40,41,<=50K
40,2,240504,12,2,3,0,4,1,0,0,40,39,>50K
48,4,125892,10,2,12,0,4,1,0,0,38,39,>50K
46,3,154430,14,0,3,1,4,0,0,0,50,39,>50K
32,3,207685,9,2,5,5,2,0,3908,0,40,39,<=50K
50,3,222020,9,2,2,0,4,1,0,0,40,39,<=50K
18,3,243240,9,4,6,1,4,1,0,0,37,39,<=50K
26,3,158734,14,4,3,1,4,0,0,0,30,39,<=50K
36,3,257691,13,4,12,1,4,0,0,0,20,39,<=50K
26,3,144483,11,0,12,3,4,0,594,0,35,39,<=50K
19,3,209826,10,4,12,3,4,0,0,0,15,39,<=50K
53,3,30244,12,2,3,0,4,1,15024,0,40,39,>50K
54,3,133050,10,4,12,1,2,1,0,0,41,39,<=50K
29,3,138332,10,2,0,3,4,0,0,0,6,39,<=50K
37,3,526968,14,4,10,1,4,0,0,0,38,39,>50K
40,3,79036,11,0,14,1,4,1,0,0,50,39,>50K
36,3,240323,10,6,0,4,2,0,0,0,40,39,<=50K
18,3,270544,8,4,0,3,4,0,0,0,30,39,<=50K
44,6,199551,7,5,13,1,2,1,0,0,40,39,<=50K
36,3,231052,9,5,7,4,2,0,0,0,35,39,<=50K
69,6,203072,16,2,10,0,4,1,0,0,50,39,>50K
17,3,126771,8,4,10,3,4,1,0,0,7,39,<=50K
38,3,31848,11,2,2,0,4,1,0,0,40,39,>50K
27,3,328981,9,4,6,4,2,1,0,0,40,39,<=50K
52,3,159670,12,2,3,0,4,1,0,0,40,39,<=50K
24,3,450695,12,4,12,1,4,1,0,0,35,39,<=50K
57,3,182028,13,2,3,5,4,0,0,0,40,39,<=50K
19,3,349620,6,4,6,3,4,0,0,0,40,39,<=50K
38,3,161066,9,0,2,1,0,1,0,0,50,39,<=50K
46,3,213611,4,3,9,4,4,0,0,1594,24,13,<=50K
21,3,548303,9,2,10,3,4,1,0,0,40,26,>50K
29,3,150861,10,4,0,1,4,0,0,0,40,24,<=50K
33,0,335625,10,0,8,1,4,0,0,0,40,39,<=50K
26,3,133766,9,2,4,0,4,1,0,0,70,39,<=50K
28,3,200511,9,5,4,1,4,1,0,0,55,39,<=50K
26,3,50103,10,2,12,5,4,0,0,0,40,39,<=50K
37,0,148266,15,2,8,0,4,1,0,0,6,26,<=50K
49,3,177211,13,2,7,0,4,1,0,0,40,39,<=50K
28,3,132686,13,2,3,0,4,1,0,0,55,39,<=50K
57,1,21626,10,0,7,1,4,1,0,0,40,39,<=50K
60,3,52900,4,2,14,0,4,1,0,0,40,39,<=50K
20,0,150084,9,4,8,3,4,1,0,0,25,39,<=50K
38,3,248886,9,2,0,0,4,1,0,0,42,39,<=50K
51,5,118259,9,2,2,0,4,1,3137,0,60,39,<=50K
60,3,145493,10,0,0,1,4,0,0,0,40,39,<=50K
37,3,219546,13,2,3,2,4,1,3411,0,47,39,<=50K
44,1,399155,9,4,2,3,2,0,0,0,40,39,<=50K
19,5,227310,10,4,7,3,4,0,0,0,25,39,<=50K
59,3,333270,14,2,2,5,1,0,0,0,35,30,<=50K
50,3,231495,9,2,7,0,4,1,0,0,40,39,<=50K
35,1,133935,13,2,2,0,4,1,0,0,40,39,>50K
46,1,55237,10,0,6,4,4,1,0,0,40,39,<=50K
18,3,183034,10,4,12,3,2,1,0,0,35,39,<=50K
32,3,185480,11,0,7,4,4,0,0,0,40,39,<=50K
39,3,114251,9,2,2,0,4,1,0,0,40,39,>50K
25,3,181814,9,4,2,2,4,0,0,0,40,39,<=50K
30,3,340917,14,2,3,0,4,1,15024,0,60,39,>50K
37,3,241998,13,2,13,0,4,1,0,1977,40,39,>50K
38,4,125324,10,2,3,0,4,1,0,0,80,39,>50K
36,3,34744,12,0,7,4,4,0,0,0,37,39,<=50K
56,3,131608,10,2,12,0,4,1,0,0,40,39,>50K
35,1,226916,13,6,0,1,4,1,0,0,40,39,>50K
56,3,124137,9,0,0,1,4,1,0,0,41,39,<=50K
17,3,96282,6,4,7,3,4,1,0,0,14,39,<=50K
46,3,337050,14,2,3,0,4,1,0,1977,45,39,>50K
56,3,229335,9,0,0,1,4,0,0,0,40,39,<=50K
61,6,199495,8,2,2,0,4,1,0,0,40,39,<=50K
25,3,111675,10,2,12,0,4,1,0,0,43,39,<=50K
27,3,139209,9,4,6,4,2,0,0,0,40,39,<=50K
50,5,32372,9,2,4,0,4,1,0,0,30,39,<=50K
33,5,203784,11,2,4,0,4,1,0,0,62,39,<=50K
33,3,164190,11,2,2,0,4,1,7298,0,40,39,>50K
38,3,64875,10,4,4,4,4,1,0,0,60,39,<=50K
